"Event ID","Title","Category","Starting Date","Ending Date","Location","Repetition","Description","Persons Involved"
"2012-03-24 14:09:52.385775772",,"Other",,,,"No",,
"2012-03-24 14:09:53.388321330",,"Other",,,,"No",,
"2012-03-24 14:09:54.391564343",,"Other",,,,"No",,
"2012-03-24 14:09:55.394131425",,"Other",,,,"No",,
"2012-03-24 14:09:56.398784408",,"Other",,,,"No",,
"2012-03-24 14:09:57.401483803",,"Other",,,,"No",,
"2012-03-24 14:09:58.404743795",,"Other",,,,"No",,
"2012-03-24 14:09:59.40718717",,"Other",,,,"No",,
"2012-03-24 14:10:00.410727708",,"Other",,,,"No",,
"2012-03-24 14:10:01.413652731",,"Other",,,,"No",,
"2012-03-24 14:10:02.416281936",,"Other",,,,"No",,
"2012-03-24 14:10:03.420716328",,"Other",,,,"No",,
"2012-03-24 14:10:04.423895991",,"Other",,,,"No",,
"2012-03-24 14:10:05.426582432",,"Other",,,,"No",,
"2012-03-24 14:10:06.430409084",,"Other",,,,"No",,
"2012-03-24 14:10:07.433285120",,"Other",,,,"No",,
"2012-03-24 14:10:08.436574559",,"Other",,,,"No",,
"2012-03-24 14:10:09.441663017",,"Other",,,,"No",,
"2012-03-24 14:10:10.444126842",,"Other",,,,"No",,
"2012-03-24 14:10:11.447981950",,"Other",,,,"No",,
"2012-03-24 14:10:12.451407860",,"Other",,,,"No",,
"2012-03-24 14:10:13.454916296",,"Other",,,,"No",,
"2012-03-24 14:10:14.458469391",,"Other",,,,"No",,
"2012-03-24 14:10:15.461908960",,"Other",,,,"No",,
"2012-03-24 14:10:16.464657492",,"Other",,,,"No",,
"2012-03-24 14:10:17.468930267",,"Other",,,,"No",,
"2012-03-24 14:10:18.471550270",,"Other",,,,"No",,
"2012-03-24 14:10:19.475682238",,"Other",,,,"No",,
"2012-03-24 14:10:20.478448116",,"Other",,,,"No",,
"2012-03-24 14:10:21.481173359",,"Other",,,,"No",,
"2012-03-24 14:10:22.485190862",,"Other",,,,"No",,
"2012-03-24 14:10:23.488798437",,"Other",,,,"No",,
"2012-03-24 14:10:24.491831628",,"Other",,,,"No",,
"2012-03-24 14:10:25.495460947",,"Other",,,,"No",,
"2012-03-24 14:10:26.498830842",,"Other",,,,"No",,
"2012-03-24 14:10:27.501695543",,"Other",,,,"No",,
"2012-03-24 14:10:28.505319648",,"Other",,,,"No",,
"2012-03-24 14:10:29.508644000",,"Other",,,,"No",,
"2012-03-24 14:10:30.511346004",,"Other",,,,"No",,
"2012-03-24 14:10:31.514933134",,"Other",,,,"No",,
"2012-03-24 14:10:32.518746667",,"Other",,,,"No",,
"2012-03-24 14:10:33.521670817",,"Other",,,,"No",,
"2012-03-24 14:10:34.524191644",,"Other",,,,"No",,
"2012-03-24 14:10:35.527951282",,"Other",,,,"No",,
"2012-03-24 14:10:36.530756404",,"Other",,,,"No",,
"2012-03-24 14:10:37.533397983",,"Other",,,,"No",,
"2012-03-24 14:10:38.53698613",,"Other",,,,"No",,
"2012-03-24 14:10:39.539907407",,"Other",,,,"No",,
"2012-03-24 14:10:40.543655495",,"Other",,,,"No",,
"2012-03-24 14:10:41.546836689",,"Other",,,,"No",,
"2012-03-24 14:10:42.549811381",,"Other",,,,"No",,
"2012-03-24 14:10:43.553638808",,"Other",,,,"No",,
"2012-03-24 14:10:44.558943203",,"Other",,,,"No",,
"2012-03-24 14:10:45.562810844",,"Other",,,,"No",,
"2012-03-24 14:10:46.565611829",,"Other",,,,"No",,
"2012-03-24 14:10:47.568605598",,"Other",,,,"No",,
"2012-03-24 14:10:48.571494943",,"Other",,,,"No",,
"2012-03-24 14:10:49.574819155",,"Other",,,,"No",,
"2012-03-24 14:10:50.577862844",,"Other",,,,"No",,
"2012-03-24 14:10:51.580888982",,"Other",,,,"No",,
"2012-03-24 14:10:52.583290830",,"Other",,,,"No",,
"2012-03-24 14:10:53.586559777",,"Other",,,,"No",,
"2012-03-24 14:10:54.589185178",,"Other",,,,"No",,
"2012-03-24 14:10:55.592194079",,"Other",,,,"No",,
"2012-03-24 14:10:56.595261315",,"Other",,,,"No",,
"2012-03-24 14:10:57.598756452",,"Other",,,,"No",,
"2012-03-24 14:10:58.601299655",,"Other",,,,"No",,
"2012-03-24 14:10:59.603343765",,"Other",,,,"No",,
"2012-03-24 14:11:00.607427927",,"Other",,,,"No",,
"2012-03-24 14:11:01.609860265",,"Other",,,,"No",,
"2012-03-24 14:11:02.610988220",,"Other",,,,"No",,
"2012-03-24 14:11:03.612188329",,"Other",,,,"No",,
"2012-03-24 14:11:04.614299225",,"Other",,,,"No",,
"2012-03-24 14:11:05.617720005",,"Other",,,,"No",,
"2012-03-24 14:11:06.618784134",,"Other",,,,"No",,
"2012-03-24 14:11:07.62188719",,"Other",,,,"No",,
"2012-03-24 14:11:08.623600864",,"Other",,,,"No",,
"2012-03-24 14:11:09.625303703",,"Other",,,,"No",,
"2012-03-24 14:11:10.627622068",,"Other",,,,"No",,
"2012-03-24 14:11:11.629487659",,"Other",,,,"No",,
"2012-03-24 14:11:12.631847634",,"Other",,,,"No",,
"2012-03-24 14:11:13.633385535",,"Other",,,,"No",,
"2012-03-24 14:11:14.646843793",,"Other",,,,"No",,
"2012-03-24 14:11:15.648238968",,"Other",,,,"No",,
"2012-03-24 14:11:16.65063137",,"Other",,,,"No",,
"2012-03-24 14:11:17.652697102",,"Other",,,,"No",,
"2012-03-24 14:11:18.654757522",,"Other",,,,"No",,
"2012-03-24 14:11:19.655466864",,"Other",,,,"No",,
"2012-03-24 14:11:20.657109472",,"Other",,,,"No",,
"2012-03-24 14:11:21.659307345",,"Other",,,,"No",,
"2012-03-24 14:11:22.661848212",,"Other",,,,"No",,
"2012-03-24 14:11:23.663662330",,"Other",,,,"No",,
"2012-03-24 14:11:24.665100709",,"Other",,,,"No",,
"2012-03-24 14:11:25.666438035",,"Other",,,,"No",,
"2012-03-24 14:11:26.668145213",,"Other",,,,"No",,
"2012-03-24 14:11:27.670145039",,"Other",,,,"No",,
"2012-03-24 14:11:28.672625116",,"Other",,,,"No",,
"2012-03-24 14:11:29.6744077",,"Other",,,,"No",,
"2012-03-24 14:11:30.675681975",,"Other",,,,"No",,
"2012-03-24 14:11:31.67783171",,"Other",,,,"No",,
"2012-03-24 14:11:32.679268568",,"Other",,,,"No",,
"2012-03-24 14:11:33.681644901",,"Other",,,,"No",,
"2012-03-24 14:11:34.683269127",,"Other",,,,"No",,
"2012-03-24 14:11:35.685188326",,"Other",,,,"No",,
"2012-03-24 14:11:36.687278727",,"Other",,,,"No",,
"2012-03-24 14:11:37.69038277",,"Other",,,,"No",,
"2012-03-24 14:11:38.69214325",,"Other",,,,"No",,
"2012-03-24 14:11:39.695104164",,"Other",,,,"No",,
"2012-03-24 14:11:40.697430071",,"Other",,,,"No",,
"2012-03-24 14:11:41.69967189",,"Other",,,,"No",,
"2012-03-24 14:11:42.701273570",,"Other",,,,"No",,
"2012-03-24 14:11:43.702230231",,"Other",,,,"No",,
"2012-03-24 14:11:44.704565350",,"Other",,,,"No",,
"2012-03-24 14:11:45.706291145",,"Other",,,,"No",,
"2012-03-24 14:11:46.708815030",,"Other",,,,"No",,
"2012-03-24 14:11:47.711221901",,"Other",,,,"No",,
"2012-03-24 14:11:48.712822190",,"Other",,,,"No",,
"2012-03-24 14:11:49.714175343",,"Other",,,,"No",,
"2012-03-24 14:11:50.716166136",,"Other",,,,"No",,
"2012-03-24 14:11:51.718961705",,"Other",,,,"No",,
"2012-03-24 14:11:52.719785003",,"Other",,,,"No",,
"2012-03-24 14:11:53.722389278",,"Other",,,,"No",,
"2012-03-24 14:11:54.724835480",,"Other",,,,"No",,
"2012-03-24 14:11:55.725264613",,"Other",,,,"No",,
"2012-03-24 14:11:56.727550089",,"Other",,,,"No",,
"2012-03-24 14:11:57.73035066",,"Other",,,,"No",,
"2012-03-24 14:11:58.732508005",,"Other",,,,"No",,
"2012-03-24 14:11:59.734693431",,"Other",,,,"No",,
"2012-03-24 14:12:00.737742808",,"Other",,,,"No",,
"2012-03-24 14:12:01.738216159",,"Other",,,,"No",,
"2012-03-24 14:12:02.74121557",,"Other",,,,"No",,
"2012-03-24 14:12:03.742331490",,"Other",,,,"No",,
"2012-03-24 14:12:04.744707572",,"Other",,,,"No",,
"2012-03-24 14:12:05.746977079",,"Other",,,,"No",,
"2012-03-24 14:12:06.748764352",,"Other",,,,"No",,
"2012-03-24 14:12:07.750982611",,"Other",,,,"No",,
"2012-03-24 14:12:08.752287365",,"Other",,,,"No",,
"2012-03-24 14:12:09.75486168",,"Other",,,,"No",,
"2012-03-24 14:12:10.756863508",,"Other",,,,"No",,
"2012-03-24 14:12:11.758192196",,"Other",,,,"No",,
"2012-03-24 14:12:12.759275393",,"Other",,,,"No",,
"2012-03-24 14:12:13.760217555",,"Other",,,,"No",,
"2012-03-24 14:12:14.762274589",,"Other",,,,"No",,
"2012-03-24 14:12:15.763119594",,"Other",,,,"No",,
"2012-03-24 14:12:16.765471642",,"Other",,,,"No",,
"2012-03-24 14:12:17.766451865",,"Other",,,,"No",,
"2012-03-24 14:12:18.767813494",,"Other",,,,"No",,
"2012-03-24 14:12:19.769537213",,"Other",,,,"No",,
"2012-03-24 14:12:20.770651072",,"Other",,,,"No",,
"2012-03-24 14:12:21.771309010",,"Other",,,,"No",,
"2012-03-24 14:12:22.773821113",,"Other",,,,"No",,
"2012-03-24 14:12:23.774980524",,"Other",,,,"No",,
"2012-03-24 14:12:24.77664897",,"Other",,,,"No",,
"2012-03-24 14:12:25.777986201",,"Other",,,,"No",,
"2012-03-24 14:12:26.778835148",,"Other",,,,"No",,
"2012-03-24 14:12:27.780449101",,"Other",,,,"No",,
"2012-03-24 14:12:28.781705811",,"Other",,,,"No",,
"2012-03-24 14:12:29.782658346",,"Other",,,,"No",,
"2012-03-24 14:12:30.784181906",,"Other",,,,"No",,
"2012-03-24 14:12:31.785482809",,"Other",,,,"No",,
"2012-03-24 14:12:32.786431197",,"Other",,,,"No",,
"2012-03-24 14:12:33.788632942",,"Other",,,,"No",,
"2012-03-24 14:12:34.789406876",,"Other",,,,"No",,
"2012-03-24 14:12:35.790735516",,"Other",,,,"No",,
"2012-03-24 14:12:36.792718737",,"Other",,,,"No",,
"2012-03-24 14:12:37.793400620",,"Other",,,,"No",,
"2012-03-24 14:12:38.795397",,"Other",,,,"No",,
"2012-03-24 14:12:39.796215891",,"Other",,,,"No",,
"2012-03-24 14:12:40.79819126",,"Other",,,,"No",,
"2012-03-24 14:12:41.799658539",,"Other",,,,"No",,
"2012-03-24 14:12:42.801149444",,"Other",,,,"No",,
"2012-03-24 14:12:43.802786673",,"Other",,,,"No",,
"2012-03-24 14:12:44.803598742",,"Other",,,,"No",,
"2012-03-24 14:12:45.805174641",,"Other",,,,"No",,
"2012-03-24 14:12:46.806207579",,"Other",,,,"No",,
"2012-03-24 14:12:47.807360819",,"Other",,,,"No",,
"2012-03-24 14:12:48.80959930",,"Other",,,,"No",,
"2012-03-24 14:12:49.810830808",,"Other",,,,"No",,
"2012-03-24 14:12:50.811910539",,"Other",,,,"No",,
"2012-03-24 14:12:51.813346119",,"Other",,,,"No",,
"2012-03-24 14:12:52.814360433",,"Other",,,,"No",,
"2012-03-24 14:12:53.815615368",,"Other",,,,"No",,
"2012-03-24 14:12:54.817237054",,"Other",,,,"No",,
"2012-03-24 14:12:55.818610573",,"Other",,,,"No",,
"2012-03-24 14:12:56.819322703",,"Other",,,,"No",,
"2012-03-24 14:12:57.821801847",,"Other",,,,"No",,
"2012-03-24 14:12:58.822483728",,"Other",,,,"No",,
"2012-03-24 14:12:59.823477142",,"Other",,,,"No",,
"2012-03-24 14:13:00.825940832",,"Other",,,,"No",,
"2012-03-24 14:13:01.826561679",,"Other",,,,"No",,
"2012-03-24 14:13:02.827292151",,"Other",,,,"No",,
"2012-03-24 14:13:03.829700939",,"Other",,,,"No",,
"2012-03-24 14:13:04.830188975",,"Other",,,,"No",,
"2012-03-24 14:13:05.831631279",,"Other",,,,"No",,
"2012-03-24 14:13:06.83316996",,"Other",,,,"No",,
"2012-03-24 14:13:07.834508069",,"Other",,,,"No",,
"2012-03-24 14:13:08.836951186",,"Other",,,,"No",,
"2012-03-24 14:13:09.837256744",,"Other",,,,"No",,
"2012-03-24 14:13:10.838384075",,"Other",,,,"No",,
"2012-03-24 14:13:11.840407585",,"Other",,,,"No",,
"2012-03-24 14:13:12.841909267",,"Other",,,,"No",,
"2012-03-24 14:13:13.842606869",,"Other",,,,"No",,
"2012-03-24 14:13:14.844757655",,"Other",,,,"No",,
"2012-03-24 14:13:15.845576952",,"Other",,,,"No",,
"2012-03-24 14:13:16.846976776",,"Other",,,,"No",,
"2012-03-24 14:13:17.848831881",,"Other",,,,"No",,
"2012-03-24 14:13:18.849633325",,"Other",,,,"No",,
"2012-03-24 14:13:19.851422431",,"Other",,,,"No",,
"2012-03-24 14:13:20.852343476",,"Other",,,,"No",,
"2012-03-24 14:13:21.854971785",,"Other",,,,"No",,
"2012-03-24 14:13:22.855876888",,"Other",,,,"No",,
"2012-03-24 14:13:23.857998353",,"Other",,,,"No",,
"2012-03-24 14:13:24.85859893",,"Other",,,,"No",,
"2012-03-24 14:13:25.859549305",,"Other",,,,"No",,
"2012-03-24 14:13:26.86035027",,"Other",,,,"No",,
"2012-03-24 14:13:27.862584123",,"Other",,,,"No",,
"2012-03-24 14:13:28.863765862",,"Other",,,,"No",,
"2012-03-24 14:13:29.864937195",,"Other",,,,"No",,
"2012-03-24 14:13:30.866612783",,"Other",,,,"No",,
"2012-03-24 14:13:31.867548077",,"Other",,,,"No",,
"2012-03-24 14:13:32.86811612",,"Other",,,,"No",,
"2012-03-24 14:13:33.870544433",,"Other",,,,"No",,
"2012-03-24 14:13:34.871505917",,"Other",,,,"No",,
"2012-03-24 14:13:35.872696686",,"Other",,,,"No",,
"2012-03-24 14:13:36.874139422",,"Other",,,,"No",,
"2012-03-24 14:13:37.875768556",,"Other",,,,"No",,
"2012-03-24 14:13:38.876637852",,"Other",,,,"No",,
"2012-03-24 14:13:39.878532112",,"Other",,,,"No",,
"2012-03-24 14:13:40.879758603",,"Other",,,,"No",,
"2012-03-24 14:13:41.890888097",,"Other",,,,"No",,
"2012-03-24 14:13:42.89147791",,"Other",,,,"No",,
"2012-03-24 14:13:43.892398390",,"Other",,,,"No",,
"2012-03-24 14:13:44.894158005",,"Other",,,,"No",,
"2012-03-24 14:13:45.895271763",,"Other",,,,"No",,
"2012-03-24 14:13:46.896470045",,"Other",,,,"No",,
"2012-03-24 14:13:47.898373012",,"Other",,,,"No",,
"2012-03-24 14:13:48.90018340",,"Other",,,,"No",,
"2012-03-24 14:13:49.901579472",,"Other",,,,"No",,
"2012-03-24 14:13:50.90291547",,"Other",,,,"No",,
"2012-03-24 14:13:51.904615669",,"Other",,,,"No",,
"2012-03-24 14:13:52.90574107",,"Other",,,,"No",,
"2012-03-24 14:13:53.906777344",,"Other",,,,"No",,
"2012-03-24 14:13:54.908562245",,"Other",,,,"No",,
"2012-03-24 14:13:55.909810941",,"Other",,,,"No",,
"2012-03-24 14:13:56.910286545",,"Other",,,,"No",,
"2012-03-24 14:13:57.911308747",,"Other",,,,"No",,
"2012-03-24 14:13:58.91319108",,"Other",,,,"No",,
"2012-03-24 14:13:59.914577298",,"Other",,,,"No",,
"2012-03-24 14:14:00.916646003",,"Other",,,,"No",,
"2012-03-24 14:14:01.917946707",,"Other",,,,"No",,
"2012-03-24 14:14:02.918291339",,"Other",,,,"No",,
"2012-03-24 14:14:03.919257432",,"Other",,,,"No",,
"2012-03-24 14:14:04.920314292",,"Other",,,,"No",,
"2012-03-24 14:14:05.921332313",,"Other",,,,"No",,
"2012-03-24 14:14:06.923709700",,"Other",,,,"No",,
"2012-03-24 14:14:07.924726950",,"Other",,,,"No",,
"2012-03-24 14:14:08.926264278",,"Other",,,,"No",,
"2012-03-24 14:14:09.928321509",,"Other",,,,"No",,
"2012-03-24 14:14:10.929715251",,"Other",,,,"No",,
"2012-03-24 14:14:11.93037520",,"Other",,,,"No",,
"2012-03-24 14:14:12.931167967",,"Other",,,,"No",,
"2012-03-24 14:14:13.933686074",,"Other",,,,"No",,
"2012-03-24 14:14:14.934819684",,"Other",,,,"No",,
"2012-03-24 14:14:15.936422675",,"Other",,,,"No",,
"2012-03-24 14:14:16.937342080",,"Other",,,,"No",,
"2012-03-24 14:14:17.938629895",,"Other",,,,"No",,
"2012-03-24 14:14:18.94078502",,"Other",,,,"No",,
"2012-03-24 14:14:19.941181089",,"Other",,,,"No",,
"2012-03-24 14:14:20.943899433",,"Other",,,,"No",,
"2012-03-24 14:14:21.945143780",,"Other",,,,"No",,
"2012-03-24 14:14:22.946868849",,"Other",,,,"No",,
"2012-03-24 14:14:23.947999206",,"Other",,,,"No",,
"2012-03-24 14:14:24.949840026",,"Other",,,,"No",,
"2012-03-24 14:14:25.950434246",,"Other",,,,"No",,
"2012-03-24 14:14:26.951408272",,"Other",,,,"No",,
"2012-03-24 14:14:27.952285762",,"Other",,,,"No",,
"2012-03-24 14:14:28.953376003",,"Other",,,,"No",,
"2012-03-24 14:14:29.9557215",,"Other",,,,"No",,
"2012-03-24 14:14:30.956820383",,"Other",,,,"No",,
"2012-03-24 14:14:31.957676290",,"Other",,,,"No",,
"2012-03-24 14:14:32.959314967",,"Other",,,,"No",,
"2012-03-24 14:14:33.960192943",,"Other",,,,"No",,
"2012-03-24 14:14:34.961610868",,"Other",,,,"No",,
"2012-03-24 14:14:35.963632864",,"Other",,,,"No",,
"2012-03-24 14:14:36.964601768",,"Other",,,,"No",,
"2012-03-24 14:14:37.965917138",,"Other",,,,"No",,
"2012-03-24 14:14:38.966177195",,"Other",,,,"No",,
"2012-03-24 14:14:39.968222044",,"Other",,,,"No",,
"2012-03-24 14:14:40.969382086",,"Other",,,,"No",,
"2012-03-24 14:14:41.97070372",,"Other",,,,"No",,
"2012-03-24 14:14:42.971270866",,"Other",,,,"No",,
"2012-03-24 14:14:43.972223036",,"Other",,,,"No",,
"2012-03-24 14:14:44.974863271",,"Other",,,,"No",,
"2012-03-24 14:14:45.975341033",,"Other",,,,"No",,
"2012-03-24 14:14:46.976201598",,"Other",,,,"No",,
"2012-03-24 14:14:47.977742468",,"Other",,,,"No",,
"2012-03-24 14:14:48.979167254",,"Other",,,,"No",,
"2012-03-24 14:14:49.980814145",,"Other",,,,"No",,
"2012-03-24 14:14:50.982890922",,"Other",,,,"No",,
"2012-03-24 14:14:51.983217166",,"Other",,,,"No",,
"2012-03-24 14:14:52.985348340",,"Other",,,,"No",,
"2012-03-24 14:14:53.98650546",,"Other",,,,"No",,
"2012-03-24 14:14:54.98866309",,"Other",,,,"No",,
"2012-03-24 14:14:55.989740949",,"Other",,,,"No",,
"2012-03-24 14:14:56.990226681",,"Other",,,,"No",,
"2012-03-24 14:14:57.992612069",,"Other",,,,"No",,
"2012-03-24 14:14:58.993100720",,"Other",,,,"No",,
"2012-03-24 14:14:59.994252479",,"Other",,,,"No",,
"2012-03-24 14:15:00.995782840",,"Other",,,,"No",,
"2012-03-24 14:15:01.997248267",,"Other",,,,"No",,
"2012-03-24 14:15:02.998263239",,"Other",,,,"No",,
"2012-03-24 14:15:03.999543771",,"Other",,,,"No",,
"2012-03-24 14:15:05.000580404",,"Other",,,,"No",,
"2012-03-24 14:15:06.001971333",,"Other",,,,"No",,
"2012-03-24 14:15:07.003747166",,"Other",,,,"No",,
"2012-03-24 14:15:08.004587784",,"Other",,,,"No",,
"2012-03-24 14:15:09.006852761",,"Other",,,,"No",,
"2012-03-24 14:15:10.00790019",,"Other",,,,"No",,
"2012-03-24 14:15:11.009547239",,"Other",,,,"No",,
"2012-03-24 14:15:12.011745231",,"Other",,,,"No",,
"2012-03-24 14:15:13.012763073",,"Other",,,,"No",,
"2012-03-24 14:15:14.014396019",,"Other",,,,"No",,
"2012-03-24 14:15:15.015515107",,"Other",,,,"No",,
"2012-03-24 14:15:16.017690611",,"Other",,,,"No",,
"2012-03-24 14:15:17.018374787",,"Other",,,,"No",,
"2012-03-24 14:15:18.020464876",,"Other",,,,"No",,
"2012-03-24 14:15:19.02112261",,"Other",,,,"No",,
"2012-03-24 14:15:20.022922802",,"Other",,,,"No",,
"2012-03-24 14:15:21.024971734",,"Other",,,,"No",,
"2012-03-24 14:15:22.025159671",,"Other",,,,"No",,
"2012-03-24 14:15:23.026246107",,"Other",,,,"No",,
"2012-03-24 14:15:24.028648894",,"Other",,,,"No",,
"2012-03-24 14:15:25.029643109",,"Other",,,,"No",,
"2012-03-24 14:15:26.031700417",,"Other",,,,"No",,
"2012-03-24 14:15:27.032633553",,"Other",,,,"No",,
"2012-03-24 14:15:28.033990706",,"Other",,,,"No",,
"2012-03-24 14:15:29.034806332",,"Other",,,,"No",,
"2012-03-24 14:15:30.036799592",,"Other",,,,"No",,
"2012-03-24 14:15:31.037339654",,"Other",,,,"No",,
"2012-03-24 14:15:32.038826575",,"Other",,,,"No",,
"2012-03-24 14:15:33.039919119",,"Other",,,,"No",,
"2012-03-24 14:15:34.040723135",,"Other",,,,"No",,
"2012-03-24 14:15:35.042913643",,"Other",,,,"No",,
"2012-03-24 14:15:36.043145763",,"Other",,,,"No",,
"2012-03-24 14:15:37.044699607",,"Other",,,,"No",,
"2012-03-24 14:15:38.046636683",,"Other",,,,"No",,
"2012-03-24 14:15:39.047365202",,"Other",,,,"No",,
"2012-03-24 14:15:40.049213091",,"Other",,,,"No",,
"2012-03-24 14:15:41.050282673",,"Other",,,,"No",,
"2012-03-24 14:15:42.05124283",,"Other",,,,"No",,
"2012-03-24 14:15:43.052410187",,"Other",,,,"No",,
"2012-03-24 14:15:44.053179521",,"Other",,,,"No",,
"2012-03-24 14:15:45.054367802",,"Other",,,,"No",,
"2012-03-24 14:15:46.056147127",,"Other",,,,"No",,
"2012-03-24 14:15:47.057467947",,"Other",,,,"No",,
"2012-03-24 14:15:48.059519851",,"Other",,,,"No",,
"2012-03-24 14:15:49.060430340",,"Other",,,,"No",,
"2012-03-24 14:15:50.062193875",,"Other",,,,"No",,
"2012-03-24 14:15:51.063214026",,"Other",,,,"No",,
"2012-03-24 14:15:52.064514018",,"Other",,,,"No",,
"2012-03-24 14:15:53.065614175",,"Other",,,,"No",,
"2012-03-24 14:15:54.067551381",,"Other",,,,"No",,
"2012-03-24 14:15:55.068597768",,"Other",,,,"No",,
"2012-03-24 14:15:56.06987865",,"Other",,,,"No",,
"2012-03-24 14:15:57.070692045",,"Other",,,,"No",,
"2012-03-24 14:15:58.072679204",,"Other",,,,"No",,
"2012-03-24 14:15:59.073159422",,"Other",,,,"No",,
"2012-03-24 14:16:00.074281827",,"Other",,,,"No",,
"2012-03-24 14:16:01.075641463",,"Other",,,,"No",,
"2012-03-24 14:16:02.076869628",,"Other",,,,"No",,
"2012-03-24 14:16:03.078910911",,"Other",,,,"No",,
"2012-03-24 14:16:04.089374867",,"Other",,,,"No",,
"2012-03-24 14:16:05.091755884",,"Other",,,,"No",,
"2012-03-24 14:16:06.092662034",,"Other",,,,"No",,
"2012-03-24 14:16:07.093115988",,"Other",,,,"No",,
"2012-03-24 14:16:08.094669116",,"Other",,,,"No",,
"2012-03-24 14:16:09.096908307",,"Other",,,,"No",,
"2012-03-24 14:16:10.097989609",,"Other",,,,"No",,
"2012-03-24 14:16:11.098910227",,"Other",,,,"No",,
"2012-03-24 14:16:12.099762196",,"Other",,,,"No",,
"2012-03-24 14:16:13.100925141",,"Other",,,,"No",,
"2012-03-24 14:16:14.101773216",,"Other",,,,"No",,
"2012-03-24 14:16:15.102134489",,"Other",,,,"No",,
"2012-03-24 14:16:16.104412164",,"Other",,,,"No",,
"2012-03-24 14:16:17.105931996",,"Other",,,,"No",,
"2012-03-24 14:16:18.106400180",,"Other",,,,"No",,
"2012-03-24 14:16:19.107200149",,"Other",,,,"No",,
"2012-03-24 14:16:20.108879981",,"Other",,,,"No",,
"2012-03-24 14:16:21.10946178",,"Other",,,,"No",,
"2012-03-24 14:16:22.110485699",,"Other",,,,"No",,
"2012-03-24 14:16:23.111627664",,"Other",,,,"No",,
"2012-03-24 14:16:24.11264148",,"Other",,,,"No",,
"2012-03-24 14:16:25.114955802",,"Other",,,,"No",,
"2012-03-24 14:16:26.115321487",,"Other",,,,"No",,
"2012-03-24 14:16:27.116604361",,"Other",,,,"No",,
"2012-03-24 14:16:28.117825026",,"Other",,,,"No",,
"2012-03-24 14:16:29.11813803",,"Other",,,,"No",,
"2012-03-24 14:16:30.119279596",,"Other",,,,"No",,
"2012-03-24 14:16:31.120733899",,"Other",,,,"No",,
"2012-03-24 14:16:32.122411208",,"Other",,,,"No",,
"2012-03-24 14:16:33.123805085",,"Other",,,,"No",,
"2012-03-24 14:16:34.124559988",,"Other",,,,"No",,
"2012-03-24 14:16:35.125626337",,"Other",,,,"No",,
"2012-03-24 14:16:36.126405545",,"Other",,,,"No",,
"2012-03-24 14:16:37.128833774",,"Other",,,,"No",,
"2012-03-24 14:16:38.129939685",,"Other",,,,"No",,
"2012-03-24 14:16:39.131940310",,"Other",,,,"No",,
"2012-03-24 14:16:40.132721211",,"Other",,,,"No",,
"2012-03-24 14:16:41.134192784",,"Other",,,,"No",,
"2012-03-24 14:16:42.13532908",,"Other",,,,"No",,
"2012-03-24 14:16:43.13785882",,"Other",,,,"No",,
"2012-03-24 14:16:44.138759043",,"Other",,,,"No",,
"2012-03-24 14:16:45.140559565",,"Other",,,,"No",,
"2012-03-24 14:16:46.141262412",,"Other",,,,"No",,
"2012-03-24 14:16:47.142829479",,"Other",,,,"No",,
"2012-03-24 14:16:48.14398268",,"Other",,,,"No",,
